,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
1036,Nutty Professor II: The Klumps,2000,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",106,4.4,38,52141,44.0
1037,Prophecy,1979,PG,"['Horror', ' Sci-Fi', ' Thriller']",102,5.5,41,5728,55.0
1038,Clockstoppers,2002,PG,"['Action', ' Adventure', ' Comedy']",94,5.2,40,14735,52.0
1039,The Crazies,1973,R,"['Action', ' Horror', ' Sci-Fi']",103,6.1,63,14014,61.0
1040,Evangelion: 1.0 You Are (Not) Alone,2007,PG-13,"['Animation', ' Action', ' Drama']",98,7.6,66,25709,76.0
1041,Womb,2010,Not Rated,"['Drama', ' Romance', ' Sci-Fi']",111,6.3,48,14726,63.0
1042,Extraterrestrial,2014,Not Rated,"['Action', ' Horror', ' Mystery']",101,5.0,38,16250,50.0
1043,A-X-L,2018,PG,"['Action', ' Adventure', ' Drama']",98,5.3,29,12548,53.0
1044,Meander,2020,,"['Drama', ' Horror', ' Mystery']",90,5.4,63,10449,54.0
1045,The Apple,1980,PG,"['Music', ' Musical', ' Sci-Fi']",90,4.3,39,2451,43.0
1046,Summer Wars,2009,PG,"['Animation', ' Action', ' Adventure']",114,7.4,63,30653,74.0
1047,My Science Project,1985,PG,"['Action', ' Adventure', ' Comedy']",94,5.9,38,6177,59.0
1048,Kill Switch,2017,R,"['Action', ' Sci-Fi', ' Thriller']",91,4.7,31,8357,47.0
1049,Charly,1968,M,"['Drama', ' Romance', ' Sci-Fi']",103,6.9,50,7019,69.0
1050,Robot & Frank,2012,PG-13,"['Comedy', ' Crime', ' Drama']",89,7.0,67,64935,70.0
1051,iBoy,2017,TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,5.9,50,23701,59.0
1052,Proximity,2020,Not Rated,"['Drama', ' Sci-Fi']",119,4.8,38,6250,48.0
1053,Atlas Shrugged II: The Strike,2012,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,5.3,26,7431,53.0
1054,DeepStar Six,1989,R,"['Action', ' Horror', ' Sci-Fi']",99,5.3,34,12528,53.0
1055,Invaders from Mars,1986,PG,"['Horror', ' Sci-Fi']",100,5.5,56,9778,55.0
1056,Damnation Alley,1977,PG,['Sci-Fi'],91,5.2,30,5577,52.0
1057,Night of the Lepus,1972,PG,"['Horror', ' Sci-Fi', ' Thriller']",88,4.1,37,5182,41.0
1058,"Blind Willow, Sleeping Woman",2022,,"['Animation', ' Drama', ' Sci-Fi']",108,7.1,70,499,71.0
1059,Little Joe,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",105,5.8,60,8603,58.0
1060,Ghost in the Shell 2: Innocence,2004,PG-13,"['Animation', ' Drama', ' Mystery']",100,7.4,66,39344,74.0
1061,The Last Mimzy,2007,PG,"['Action', ' Adventure', ' Drama']",90,6.2,59,21927,62.0
1062,Cheech and Chong's Next Movie,1980,R,"['Comedy', ' Crime', ' Sci-Fi']",99,6.0,66,14530,60.0
1063,Free Birds,2013,PG,"['Animation', ' Adventure', ' Comedy']",91,5.8,38,25039,58.0
1064,Light of My Life,2019,R,"['Drama', ' Sci-Fi', ' Thriller']",119,6.6,67,14368,66.0
1065,Extinction,2015,R,"['Action', ' Adventure', ' Drama']",112,5.8,46,17467,58.0
1066,Citizen Toxie: The Toxic Avenger IV,2000,R,"['Action', ' Comedy', ' Fantasy']",109,6.0,41,5913,60.0
1067,Shorts,2009,PG,"['Adventure', ' Comedy', ' Family']",89,4.7,53,7706,47.0
1068,Millennium,1989,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",108,5.7,26,6648,57.0
1069,Metropolis,2001,PG-13,"['Animation', ' Adventure', ' Drama']",108,7.2,75,21976,72.0
1070,Liquid Sky,1982,R,"['Sci-Fi', ' Thriller']",112,6.0,66,6606,60.0
1071,The Osiris Child,2016,Not Rated,"['Action', ' Adventure', ' Drama']",95,5.5,55,8862,55.0
1072,Monsters: Dark Continent,2014,R,"['Action', ' Drama', ' Horror']",119,4.3,42,10905,43.0
1073,Jupiter's Moon,2017,PG-13,"['Drama', ' Fantasy', ' Mystery']",129,6.1,56,3400,61.0
1074,Clara,2018,Not Rated,"['Drama', ' Sci-Fi']",105,6.7,43,5448,67.0
1075,Trancers,1984,PG-13,"['Action', ' Sci-Fi']",76,6.0,64,7069,60.0
1076,Last and First Men,2020,,"['Fantasy', ' Mystery', ' Sci-Fi']",70,6.7,80,3997,67.0
1077,Phantasm II,1988,R,"['Action', ' Fantasy', ' Horror']",97,6.4,42,16001,64.0
1078,Landscape with Invisible Hand,2023,R,"['Adventure', ' Drama', ' Sci-Fi']",94,6.5,45,51,65.0
1079,The Manitou,1978,PG,"['Horror', ' Sci-Fi']",104,5.3,47,3133,53.0
1080,Silent Rage,1982,R,"['Action', ' Crime', ' Horror']",103,5.4,31,6255,54.0
1081,Return from Witch Mountain,1978,G,"['Adventure', ' Family', ' Fantasy']",95,5.7,51,5414,57.0
1082,Needle in a Timestack,2021,R,"['Drama', ' Fantasy', ' Romance']",111,5.2,42,2026,52.0
1083,The Spine of Night,2021,Not Rated,"['Animation', ' Action', ' Adventure']",93,6.4,58,2502,64.0
1084,The Signal,2007,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.0,63,21586,60.0
1085,Évolution,2015,Not Rated,"['Drama', ' Horror', ' Mystery']",81,5.9,77,7335,59.0
1086,Chariot,2022,R,['Sci-Fi'],94,3.6,43,529,36.0
1087,Lawnmower Man 2: Beyond Cyberspace,1995,PG-13,"['Action', ' Sci-Fi', ' Thriller']",93,2.5,29,9843,25.0
1088,The Seed,2021,,"['Comedy', ' Horror', ' Sci-Fi']",91,4.8,52,1710,48.0
1089,Saturday the 14th,1981,PG,"['Comedy', ' Fantasy', ' Horror']",75,4.6,13,4680,46.0
1090,Cocoon: The Return,1988,PG,"['Adventure', ' Comedy', ' Mystery']",116,5.4,45,16904,54.0
1091,Don't Let Go,2019,R,"['Drama', ' Horror', ' Mystery']",103,6.3,49,11936,63.0
1092,Impostor,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",95,6.2,33,24160,62.0
1093,Agent Cody Banks 2: Destination London,2004,PG,"['Action', ' Adventure', ' Comedy']",100,4.5,32,15456,45.0
1094,Elizabeth Harvest,2018,R,"['Horror', ' Sci-Fi', ' Thriller']",108,5.8,54,9112,58.0
1095,Banshee Chapter,2013,R,"['Horror', ' Mystery', ' Sci-Fi']",87,5.4,62,10428,54.0
1096,The Mating Habits of the Earthbound Human,1999,R,"['Comedy', ' Sci-Fi']",88,6.3,26,6381,63.0
1097,Highlander: Endgame,2000,R,"['Action', ' Adventure', ' Fantasy']",87,4.6,21,20857,46.0
1098,The Visitor,1979,R,"['Horror', ' Sci-Fi']",108,5.1,65,4196,51.0
1099,The Wave,2019,R,"['Sci-Fi', ' Thriller']",87,6.1,51,6171,61.0
1100,Young Ones,2014,R,"['Action', ' Drama', ' Romance']",100,5.8,47,9994,58.0
1101,Earth to Echo,2014,PG,"['Adventure', ' Family', ' Sci-Fi']",91,5.7,53,19412,57.0
1102,Iceman,1984,PG,"['Drama', ' Sci-Fi']",100,6.1,62,5773,61.0
1103,Frogs,1972,PG,"['Horror', ' Mystery', ' Sci-Fi']",91,4.4,51,7176,44.0
1104,Ratchet & Clank,2016,PG,"['Animation', ' Action', ' Adventure']",94,5.5,29,11396,55.0
1105,Happily,2021,R,"['Comedy', ' Crime', ' Romance']",96,5.3,58,4104,53.0
1106,The Friendship Game,2022,,"['Horror', ' Sci-Fi']",87,3.2,26,809,32.0
1107,What Planet Are You From?,2000,R,"['Comedy', ' Sci-Fi']",105,5.6,41,9683,56.0
1108,Bride of Re-Animator,1990,R,"['Comedy', ' Horror', ' Sci-Fi']",96,6.2,54,16736,62.0
1109,The Absent Minded Professor,1961,Approved,"['Comedy', ' Family', ' Sci-Fi']",92,6.7,75,8811,67.0
1110,Atlas Shrugged: Who Is John Galt?,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",99,4.3,9,3680,43.0
1111,New Order,2020,R,"['Crime', ' Drama', ' Sci-Fi']",86,6.5,62,8564,65.0
1112,Phineas and Ferb the Movie: Candace Against the Universe,2020,TV-G,"['Animation', ' Adventure', ' Comedy']",86,7.1,77,4972,71.0
1113,The Cat from Outer Space,1978,G,"['Comedy', ' Family', ' Sci-Fi']",104,6.0,58,5584,60.0
1114,A Shaun the Sheep Movie: Farmageddon,2019,G,"['Animation', ' Adventure', ' Comedy']",86,6.8,79,14682,68.0
1115,Big Ass Spider!,2013,PG-13,"['Action', ' Adventure', ' Comedy']",80,5.3,53,7509,53.0
1116,Futureworld,1976,PG,"['Sci-Fi', ' Thriller']",108,5.7,46,11315,57.0
1117,Open Grave,2013,Unrated,"['Horror', ' Mystery', ' Sci-Fi']",102,6.2,33,30596,62.0
1118,Our House,2018,PG-13,"['Drama', ' Horror', ' Mystery']",90,5.3,45,8834,53.0
1119,Vice,2015,R,"['Action', ' Sci-Fi', ' Thriller']",96,4.2,17,16792,42.0
1120,The People That Time Forgot,1977,PG,"['Adventure', ' Sci-Fi']",91,5.4,34,3240,54.0
1121,Steamboy,2004,PG-13,"['Animation', ' Action', ' Adventure']",126,6.8,66,18180,68.0
1122,Fido,2006,R,"['Comedy', ' Drama', ' Horror']",93,6.7,70,29682,67.0
1123,If You Were the Last,2023,,"['Romance', ' Sci-Fi']",89,8.7,70,28,87.0
1124,Men & Chicken,2015,Not Rated,"['Comedy', ' Drama', ' Mystery']",104,6.7,64,13737,67.0
1125,Anna,2013,R,"['Drama', ' Mystery', ' Sci-Fi']",99,6.4,42,24325,64.0
1126,The Unthinkable,2018,,"['Action', ' Romance', ' Sci-Fi']",129,6.0,66,8610,60.0
1127,Occupation,2018,R,"['Action', ' Drama', ' Sci-Fi']",119,4.5,45,16797,45.0
1128,Universal Soldier: Regeneration,2009,R,"['Action', ' Adventure', ' Sci-Fi']",97,5.3,70,26048,53.0
1129,The Computer Wore Tennis Shoes,1969,G,"['Comedy', ' Family', ' Sci-Fi']",91,5.9,54,5610,59.0
1130,Grabbers,2012,Not Rated,"['Action', ' Adventure', ' Comedy']",94,6.3,62,18932,63.0
1131,After Blue,2021,Unrated,"['Fantasy', ' Sci-Fi']",129,5.5,56,755,55.0
1132,Evangelion: 2.0 You Can (Not) Advance,2009,,"['Animation', ' Action', ' Drama']",112,7.9,46,23124,79.0
1133,Transit,2018,Not Rated,"['Drama', ' Sci-Fi']",101,6.9,82,11072,69.0
1134,Synchronicity,2015,R,"['Drama', ' Mystery', ' Romance']",101,5.4,39,11088,54.0
1135,Divine Love,2019,,"['Drama', ' Sci-Fi']",101,6.2,86,2133,62.0
1136,The Cured,2017,R,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,57,8977,56.0
1137,The Day,2011,R,"['Action', ' Drama', ' Horror']",87,5.2,41,12988,52.0
1138,Moon 44,1990,R,"['Action', ' Sci-Fi', ' Thriller']",98,5.0,39,5482,50.0
1139,The Curse of Frankenstein,1957,Approved,"['Horror', ' Sci-Fi', ' Thriller']",82,7.0,59,11899,70.0
1140,The Bride,1985,PG-13,"['Fantasy', ' Horror', ' Romance']",118,5.4,30,3349,54.0
1141,God Told Me To,1976,R,"['Crime', ' Horror', ' Sci-Fi']",91,6.2,55,6123,62.0
1142,Night Raiders,2021,,"['Action', ' Sci-Fi', ' Thriller']",101,5.2,63,1267,52.0
1143,MFKZ,2017,R,"['Animation', ' Action', ' Comedy']",94,6.7,48,4857,67.0
1144,Marooned,1969,G,"['Adventure', ' Drama', ' Sci-Fi']",134,5.8,62,5510,58.0
1145,Evangelion: 3.0 You Can (Not) Redo,2012,TV-14,"['Animation', ' Action', ' Drama']",96,6.9,45,16831,69.0
1146,Hard to Be a God,2013,Not Rated,"['Drama', ' Sci-Fi']",177,6.6,90,6071,66.0
1147,Wing Commander,1999,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.3,21,17117,43.0
1148,Smilla's Sense of Snow,1997,R,"['Crime', ' Drama', ' Mystery']",121,6.3,45,14782,63.0
1149,Frankenstein's Army,2013,R,"['Horror', ' Sci-Fi']",84,5.3,49,8873,53.0
1150,The Strongest Man in the World,1975,G,"['Comedy', ' Family', ' Sci-Fi']",92,5.9,63,3510,59.0
1151,Comet,2014,R,"['Comedy', ' Drama', ' Romance']",91,6.7,52,19129,67.0
1152,Sound of My Voice,2011,R,"['Drama', ' Mystery', ' Sci-Fi']",85,6.6,67,22435,66.0
1153,Save Yourselves!,2020,R,"['Adventure', ' Comedy', ' Sci-Fi']",93,5.8,67,7674,58.0
1154,Modern Problems,1981,PG,"['Comedy', ' Fantasy', ' Sci-Fi']",93,5.0,27,5651,50.0
1155,Offseason,2021,,"['Drama', ' Fantasy', ' Horror']",83,4.9,55,2220,49.0
1156,Jetsons: The Movie,1990,G,"['Animation', ' Comedy', ' Family']",82,5.5,46,5475,55.0
1157,Abominable,2006,R,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,31,4748,51.0
1158,Time Changer,2002,PG,"['Drama', ' Fantasy', ' Sci-Fi']",95,5.2,26,2691,52.0
1159,Neptune Frost,2021,,"['Musical', ' Sci-Fi']",105,6.6,83,870,66.0
1160,Krrish,2006,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",154,6.4,68,22612,64.0
1161,Jeruzalem,2015,R,"['Horror', ' Sci-Fi', ' Thriller']",94,4.8,45,10380,48.0
1162,Sssssss,1973,PG,"['Horror', ' Sci-Fi']",99,5.4,59,3795,54.0
1163,Jonathan,2018,TV-MA,"['Drama', ' Sci-Fi']",100,5.9,62,6473,59.0
1164,The Gracefield Incident,2017,PG-13,"['Action', ' Horror', ' Mystery']",89,4.2,21,2584,42.0
1165,The Objective,2008,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,5.4,26,8275,54.0
1166,Strawberry Mansion,2021,,"['Adventure', ' Fantasy', ' Romance']",91,6.4,74,1701,64.0
1167,Mighty Joe Young,1949,Approved,"['Adventure', ' Drama', ' Fantasy']",94,7.0,61,5497,70.0
1168,Highlander: The Final Dimension,1994,PG-13,"['Action', ' Fantasy', ' Romance']",99,4.4,28,21599,44.0
1169,Undead,2003,R,"['Action', ' Comedy', ' Fantasy']",97,5.4,34,14517,54.0
1170,Youth Without Youth,2007,R,"['Drama', ' Fantasy', ' Mystery']",124,6.1,43,13842,61.0
1171,Space Chimps,2008,G,"['Animation', ' Adventure', ' Comedy']",81,4.5,36,12123,45.0
1172,Devil's Gate,2017,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,37,6527,51.0
1173,Deathsport,1978,R,"['Action', ' Drama', ' Sci-Fi']",82,4.1,33,2173,41.0
1174,Ghost in the Machine,1993,R,"['Horror', ' Sci-Fi', ' Thriller']",95,4.6,34,4019,46.0
1175,Poison,1991,R,"['Drama', ' Horror', ' Romance']",85,6.3,67,4747,63.0
1176,Phase IV,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",84,6.5,49,9026,65.0
1177,Cabin Fever 3: Patient Zero,2014,Not Rated,"['Horror', ' Sci-Fi']",91,4.4,30,8011,44.0
1178,My Hero Academia: Heroes Rising,2019,PG-13,"['Animation', ' Action', ' Adventure']",104,7.8,70,8908,78.0
1179,Fast Color,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",100,6.1,64,6701,61.0
1180,Bats,1999,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",91,4.0,23,10862,40.0
1181,April and the Extraordinary World,2015,PG,"['Animation', ' Adventure', ' Comedy']",105,7.2,85,8094,72.0
1182,Nekrotronic,2018,R,"['Action', ' Comedy', ' Horror']",99,5.6,25,3458,56.0
1183,Rememory,2017,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,6.1,48,17225,61.0
1184,Alien Abduction,2014,Not Rated,"['Action', ' Adventure', ' Horror']",85,4.8,46,8642,48.0
1185,The Astronaut Farmer,2006,PG,"['Adventure', ' Drama', ' Sci-Fi']",104,6.3,55,22973,63.0
1186,Crimes of the Future,1970,Not Rated,"['Comedy', ' Sci-Fi']",63,4.8,58,2555,48.0
1187,Digimon: The Movie,2000,PG,"['Animation', ' Action', ' Adventure']",82,6.0,20,7664,60.0
1188,What the #$*! Do We (K)now!?,2004,Not Rated,"['Documentary', ' Comedy', ' Drama']",109,5.2,38,13711,52.0
1189,King Kong vs. Godzilla,1963,Not Rated,"['Action', ' Adventure', ' Fantasy']",91,5.7,40,10700,57.0
1190,Perfect,2018,,"['Horror', ' Mystery', ' Sci-Fi']",88,3.9,36,1135,39.0
1191,Godsend,2004,PG-13,"['Action', ' Drama', ' Fantasy']",102,4.8,24,26064,48.0
1192,Spriggan,1998,R,"['Animation', ' Action', ' Adventure']",90,6.5,48,4064,65.0
1193,Officer Downe,2016,R,"['Action', ' Comedy', ' Sci-Fi']",88,4.2,26,2197,42.0
1194,Pandemic,2016,TV-MA,"['Action', ' Horror', ' Sci-Fi']",91,4.4,47,8329,44.0
1195,Birdboy: The Forgotten Children,2015,TV-14,"['Animation', ' Drama', ' Sci-Fi']",76,7.2,76,2855,72.0
1196,Radioflash,2019,Unrated,"['Drama', ' Romance', ' Sci-Fi']",103,4.8,34,5161,48.0
1197,Ra.One,2011,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",156,4.7,60,44370,47.0
1198,Phoenix Forgotten,2017,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",87,5.3,33,6676,53.0
1199,Code 46,2003,R,"['Drama', ' Romance', ' Sci-Fi']",93,6.1,57,20842,61.0
1200,Nightmares,1983,R,"['Horror', ' Sci-Fi']",99,5.7,39,3530,57.0
1201,Space Station 76,2014,R,"['Comedy', ' Drama', ' Sci-Fi']",93,4.9,49,8455,49.0
1202,Steel Dawn,1987,R,"['Action', ' Adventure', ' Sci-Fi']",100,5.1,24,5316,51.0
1203,Promare,2019,PG-13,"['Animation', ' Action', ' Adventure']",111,7.0,76,4701,70.0
1204,World on a Wire,1973,Not Rated,"['Crime', ' Mystery', ' Sci-Fi']",212,7.7,76,6430,77.0
1205,4:44 Last Day on Earth,2011,R,"['Drama', ' Fantasy', ' Sci-Fi']",82,4.6,54,5577,46.0
1206,Kafka,1991,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",98,6.8,46,10295,68.0
1207,Good Boy,2003,PG,"['Comedy', ' Drama', ' Family']",87,5.1,49,4536,51.0
1208,Spaced Invaders,1990,PG,"['Adventure', ' Comedy', ' Sci-Fi']",100,5.3,38,3821,53.0
1209,Godzilla: King of the Monsters!,1956,Not Rated,"['Action', ' Horror', ' Sci-Fi']",80,6.3,60,8318,63.0
1210,Ultrasound,2021,,"['Drama', ' Mystery', ' Sci-Fi']",103,5.8,55,1403,58.0
1211,Storage 24,2012,R,"['Horror', ' Sci-Fi']",87,4.5,52,7329,45.0
1212,Area 51,2015,R,"['Horror', ' Mystery', ' Sci-Fi']",91,4.2,30,14718,42.0
1213,A Christmas Horror Story,2015,Not Rated,"['Fantasy', ' Horror', ' Mystery']",99,5.8,49,11504,58.0
1214,Right at Your Door,2006,R,"['Drama', ' Sci-Fi', ' Thriller']",96,6.1,57,14110,61.0
1215,Starfish,2018,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",101,5.1,74,3482,51.0
1216,Beneath,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,3.5,40,4913,35.0
1217,The Scribbler,2014,R,"['Mystery', ' Sci-Fi', ' Thriller']",88,5.3,32,5054,53.0
1218,Here Alone,2016,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",98,5.6,59,7683,56.0
1219,Real Men,1987,PG-13,"['Action', ' Comedy', ' Sci-Fi']",85,6.0,47,4517,60.0
1220,The Day of the Dolphin,1973,PG,"['Drama', ' Sci-Fi', ' Thriller']",104,6.0,40,3362,60.0
1221,Flu,2013,Not Rated,"['Action', ' Drama', ' Sci-Fi']",122,6.6,40,13927,66.0
1222,The Damned,1962,Approved,"['Drama', ' Fantasy', ' Horror']",87,6.6,72,3735,66.0
1223,Let Us In,2021,,"['Horror', ' Sci-Fi']",84,4.4,56,653,44.0
1224,Return to Nuke 'Em High Volume 1,2013,Not Rated,"['Action', ' Comedy', ' Drama']",85,5.3,40,2222,53.0
1225,Antibirth,2016,Not Rated,"['Comedy', ' Horror', ' Mystery']",94,4.9,56,3490,49.0
1226,Portals,2019,,"['Horror', ' Mystery', ' Sci-Fi']",85,3.2,30,1020,32.0
1227,The Lovers,2015,R,"['Action', ' Adventure', ' Romance']",109,4.5,19,3356,45.0
1228,Patema Inverted,2013,Not Rated,"['Animation', ' Adventure', ' Drama']",98,7.3,66,9710,73.0
1229,Marjorie Prime,2017,,"['Drama', ' Romance', ' Sci-Fi']",99,6.3,82,6653,63.0
1230,At First Light,2018,TV-14,"['Drama', ' Sci-Fi', ' Thriller']",90,5.6,49,3972,56.0
1231,Children of the Sea,2019,Not Rated,"['Animation', ' Adventure', ' Fantasy']",111,6.5,74,3287,65.0
1232,Advantageous,2015,Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,6.1,59,5752,61.0
1233,CJ7,2008,PG,"['Adventure', ' Comedy', ' Drama']",88,6.4,46,16485,64.0
1234,Godzilla 1985,1985,PG,"['Action', ' Horror', ' Sci-Fi']",87,6.1,31,6563,61.0
1235,Bounty Killer,2013,R,"['Action', ' Comedy', ' Sci-Fi']",92,5.5,48,7349,55.0
1236,Branded,2012,R,"['Drama', ' Fantasy', ' Sci-Fi']",106,4.6,20,9234,46.0
1237,Only,2019,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",98,5.1,53,3679,51.0
1238,Curvature,2017,,"['Mystery', ' Sci-Fi', ' Thriller']",90,4.7,38,2953,47.0
1239,Glasshouse,2021,,"['Drama', ' Sci-Fi', ' Thriller']",97,5.5,65,676,55.0
1240,Lazer Team,2015,PG-13,"['Action', ' Comedy', ' Sci-Fi']",102,5.5,42,9487,55.0
1241,Undergods,2020,,"['Drama', ' Sci-Fi', ' Thriller']",92,5.4,71,1298,54.0
1242,The Anomaly,2014,Not Rated,"['Action', ' Mystery', ' Sci-Fi']",97,4.7,27,7666,47.0
1243,Robot Overlords,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,4.6,47,7517,46.0
1244,Battle for Terra,2007,PG,"['Animation', ' Action', ' Adventure']",85,6.5,54,12002,65.0
1245,The Powerpuff Girls Movie,2002,PG,"['Animation', ' Action', ' Adventure']",73,6.5,65,10545,65.0
1246,Sleight,2016,R,"['Crime', ' Drama', ' Sci-Fi']",89,5.9,62,9031,59.0
1247,Digging Up the Marrow,2014,Not Rated,"['Biography', ' Comedy', ' Drama']",89,5.8,45,5564,58.0
1248,Approaching the Unknown,2016,R,"['Drama', ' Sci-Fi', ' Thriller']",90,4.9,53,9033,49.0
1249,The Brother from Another Planet,1984,R,"['Comedy', ' Sci-Fi']",108,6.8,70,6313,68.0
1250,Cities of Last Things,2018,TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,6.2,66,1898,62.0
1251,The Wall,2012,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",108,6.7,67,6619,67.0
1252,Petrov's Flu,2021,Unrated,"['Drama', ' Sci-Fi']",145,6.7,79,2692,67.0
1253,The Omega Code,1999,PG-13,"['Action', ' Adventure', ' Fantasy']",100,3.5,14,5452,35.0
1254,CQ,2001,R,"['Comedy', ' Drama', ' Sci-Fi']",88,6.2,56,5001,62.0
1255,Children of the Damned,1964,Approved,"['Drama', ' Horror', ' Mystery']",89,6.2,42,4800,62.0
1256,Diamantino,2018,,"['Comedy', ' Drama', ' Fantasy']",96,6.3,75,3035,63.0
1257,The Pink Cloud,2021,R,"['Drama', ' Sci-Fi']",105,6.0,69,820,60.0
1258,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,"['Animation', ' Action', ' Adventure']",86,6.7,54,14289,67.0
1259,LX 2048,2020,,"['Drama', ' Sci-Fi', ' Thriller']",103,4.9,61,1817,49.0
1260,Godzilla 2000: Millennium,1999,PG,"['Action', ' Adventure', ' Drama']",99,6.0,41,8632,60.0
1261,Vanishing Waves,2012,Unrated,"['Romance', ' Sci-Fi', ' Thriller']",124,5.9,58,2793,59.0
1262,Mystery Science Theater 3000: The Movie,1996,PG-13,"['Comedy', ' Drama', ' Fantasy']",73,7.2,65,18651,72.0
1263,Jack Brooks: Monster Slayer,2007,R,"['Action', ' Comedy', ' Horror']",85,5.9,46,6530,59.0
1264,Eva,2011,PG-13,"['Adventure', ' Drama', ' Fantasy']",94,6.6,57,10269,66.0
1265,Realive,2016,Not Rated,"['Drama', ' Sci-Fi']",112,5.9,59,5419,59.0
1266,Fullmetal Alchemist: The Sacred Star of Milos,2011,TV-PG,"['Animation', ' Action', ' Adventure']",110,6.9,54,5228,69.0
1267,Metropia,2009,TV-14,"['Animation', ' Drama', ' Mystery']",86,6.2,47,7945,62.0
1268,Son of Kong,1933,Passed,"['Adventure', ' Family', ' Horror']",70,5.6,50,4968,56.0
1269,Mondocane,2021,,"['Action', ' Drama', ' Sci-Fi']",116,6.1,45,593,61.0
1270,Lapsis,2020,,"['Drama', ' Mystery', ' Sci-Fi']",108,6.2,74,2443,62.0
1271,Bokeh,2017,TV-MA,"['Drama', ' Sci-Fi']",92,5.0,56,7656,50.0
1272,Escaflowne: The Movie,2000,PG-13,"['Adventure', ' Animation', ' Drama']",98,6.6,50,3721,66.0
1273,American Hero,2015,Not Rated,"['Action', ' Comedy', ' Drama']",86,5.0,42,4353,50.0
1274,The Million Dollar Duck,1971,G,"['Comedy', ' Family', ' Sci-Fi']",89,5.7,45,2516,57.0
1275,Bug,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",99,5.2,42,2537,52.0
1276,It's All About Love,2003,R,"['Drama', ' Romance', ' Sci-Fi']",106,5.3,32,9718,53.0
1277,Alien Outpost,2014,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",92,4.7,26,6413,47.0
1278,Brand Upon the Brain!,2006,Not Rated,"['Comedy', ' Drama', ' Fantasy']",95,7.3,79,3633,73.0
1279,Stranded,2013,Not Rated,"['Horror', ' Sci-Fi']",84,3.5,27,4193,35.0
1280,Megiddo: The Omega Code 2,2001,PG-13,"['Action', ' Adventure', ' Fantasy']",104,3.9,35,2907,39.0
1281,Volition,2019,TV-MA,"['Sci-Fi', ' Thriller']",91,5.6,62,2187,56.0
1282,Big Man Japan,2007,PG-13,"['Action', ' Comedy', ' Sci-Fi']",113,6.2,62,3895,62.0
1283,Luis and the Aliens,2018,PG,"['Animation', ' Adventure', ' Comedy']",86,6.0,46,2753,60.0
1284,The Dead,2010,R,"['Action', ' Adventure', ' Drama']",105,5.7,59,9456,57.0
1285,Unidentified Flying Oddball,1979,G,"['Adventure', ' Comedy', ' Family']",93,5.2,66,1281,52.0
1286,Renaissance,2006,R,"['Animation', ' Action', ' Sci-Fi']",105,6.6,57,16261,66.0
1287,Pokémon Heroes,2002,G,"['Animation', ' Action', ' Adventure']",71,6.0,27,6497,60.0
1288,William,2019,,"['Adventure', ' Drama', ' Family']",100,5.6,57,600,56.0
1289,Kaena: The Prophecy,2003,PG-13,"['Animation', ' Adventure', ' Family']",85,6.0,40,4106,60.0
1290,Aftermath,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",92,4.8,40,2052,48.0
1291,Monster Hunt 2,2018,Not Rated,"['Adventure', ' Comedy', ' Fantasy']",110,5.4,63,1897,54.0
1292,War of the Worlds: Goliath,2012,PG-13,"['Animation', ' Action', ' Adventure']",85,5.4,33,1226,54.0
1293,Dry Ground Burning,2022,,"['Crime', ' Drama', ' Sci-Fi']",153,6.8,84,126,68.0
